id,show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_int,duration_type
ts13,s13,movie,je suis karl,christian schwochow,"luna wedler, jannis niewöhner, milan peschel, edin hasanović, anna fialová, marlon boess, victor boccard, fleur geffrier, aziz dyab, mélanie fouché, elizaveta maximová","germany, czech republic",2021-09-23,2021,tv-ma,"dramas, international movies","after most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",127,min
ts14,s14,movie,confessions of an invisible girl,bruno garotti,"klara castanho, lucca picon, júlia gomes, marcus bessa, kiria malheiros, fernanda concon, gabriel lima, caio cabral, leonardo cidade, jade cardozo",,2021-09-22,2021,tv-pg,"children & family movies, comedies","when the clever but socially-awkward tetê joins a new school, she'll do anything to fit in. but the queen bee among her classmates has other ideas.",91,min
ts15,s15,tv show,crime stories: india detectives,,,,2021-09-22,2021,tv-ma,"british tv shows, crime tv shows, docuseries",cameras following bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations.,1,season
ts16,s16,tv show,dear white people,,"logan browning, brandon p. bell, deron horton, antoinette robertson, john patrick amedori, ashley blaine featherson, marque richardson, giancarlo esposito",united states,2021-09-22,2021,tv-ma,"tv comedies, tv dramas","students of color navigate the daily slights and slippery politics of life at an ivy league college that's not nearly as ""post-racial"" as it thinks.",4,seasons
ts17,s17,movie,europe's most dangerous man: otto skorzeny in spain,"pedro de echave garcía, pablo azorín williams",,,2021-09-22,2020,tv-ma,"documentaries, international movies","declassified documents reveal the post-wwii life of otto skorzeny, a close hitler ally who escaped to spain and became an adviser to world presidents.",67,min
ts18,s18,tv show,falsa identidad,,"luis ernesto franco, camila sodi, sergio goyri, samadhi zendejas, eduardo yáñez, sonya smith, alejandro camacho, azela robinson, uriel del toro, géraldine bazán, gabriela roel, marcus ornellas",mexico,2021-09-22,2020,tv-ma,"crime tv shows, spanish-language tv shows, tv dramas",strangers diego and isabel flee their home in mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.,2,seasons
ts19,s19,movie,intrusion,adam salky,"freida pinto, logan marshall-green, robert john burke, megan elisabeth kelly, sarah minnich, hayes hargrove, mark sivertsen, brandon fierro, antonio valles, clint obenchain",,2021-09-22,2021,tv-14,thrillers,"after a deadly home invasion at a couple’s new dream house, the traumatized wife searches for answers — and learns the real danger is just beginning.",94,min
ts20,s20,tv show,jaguar,,"blanca suárez, iván marcos, óscar casas, adrián lastra, francesc garrido, stefan weinert, julia möller, alicia chojnowski",,2021-09-22,2021,tv-ma,"international tv shows, spanish-language tv shows, tv action & adventure","in the 1960s, a holocaust survivor joins a group of self-trained spies who seek justice against nazis fleeing to spain to hide after wwii.",1,season
ts21,s21,tv show,monsters inside: the 24 faces of billy milligan,olivier megaton,,,2021-09-22,2021,tv-14,"crime tv shows, docuseries, international tv shows","in the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates america.",1,season
ts22,s22,tv show,resurrection: ertugrul,,"engin altan düzyatan, serdar gökhan, hülya darcan, kaan taşaner, esra bilgiç, osman soykut, serdar deniz, cengiz coşkun, reshad strik, hande subaşı",turkey,2021-09-22,2018,tv-14,"international tv shows, tv action & adventure, tv dramas","when a good deed unwittingly endangers his clan, a 13th-century turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.",5,seasons
ts23,s23,movie,avvai shanmughi,k.s. ravikumar,"kamal hassan, meena, gemini ganesan, heera rajgopal, nassar, s.p. balasubrahmanyam",,2021-09-21,1996,tv-pg,"comedies, international movies","newly divorced and denied visitation rights with his daughter, a doting father disguises himself as a gray-haired nanny in order to spend time with her.",161,min
ts24,s24,movie,go! go! cory carson: chrissy takes the wheel,"alex woo, stanley moore","maisie benson, paul killam, kerry gudjohnsen, ac lim",,2021-09-21,2021,tv-y,children & family movies,"from arcade games to sled days and hiccup cures, cory carson’s curious little sister chrissy speeds off on her own for fun and adventure all over town!",61,min
ts25,s25,movie,jeans,s. shankar,"prashanth, aishwarya rai bachchan, sri lakshmi, nassar",india,2021-09-21,1998,tv-14,"comedies, international movies, romantic movies","when the father of the man she loves insists that his twin sons marry twin sisters, a woman creates an alter ego that might be a bit too convincing.",166,min
ts26,s26,tv show,love on the spectrum,,brooke satchwell,australia,2021-09-21,2021,tv-14,"docuseries, international tv shows, reality tv","finding love can be hard for anyone. for young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.",2,seasons
ts27,s27,movie,minsara kanavu,rajiv menon,"arvind swamy, kajol, prabhu deva, nassar, s.p. balasubrahmanyam, girish karnad",,2021-09-21,1997,tv-pg,"comedies, international movies, music & musicals",a tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,147,min
ts28,s28,movie,grown ups,dennis dugan,"adam sandler, kevin james, chris rock, david spade, rob schneider, salma hayek, maria bello, maya rudolph, colin quinn, tim meadows, joyce van patten",united states,2021-09-20,2010,pg-13,comedies,"mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",103,min
ts29,s29,movie,dark skies,scott stewart,"keri russell, josh hamilton, j.k. simmons, dakota goyo, kadan rockett, l.j. benet, rich hutchman, myndy crist, annie thurman, jake brennan",united states,2021-09-19,2013,pg-13,"horror movies, sci-fi & fantasy","a family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",97,min
ts30,s30,movie,paranoia,robert luketic,"liam hemsworth, gary oldman, amber heard, harrison ford, lucas till, embeth davidtz, julian mcmahon, josh holloway, richard dreyfuss, angela sarafyan","united states, india, france",2021-09-19,2013,pg-13,thrillers,"blackmailed by his company's ceo, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",106,min
ts31,s31,movie,ankahi kahaniya,"ashwiny iyer tiwari, abhishek chaubey, saket chaudhary","abhishek banerjee, rinku rajguru, delzad hiwale, kunal kapoor, zoya hussain, nikhil dwivedi, palomi ghosh",,2021-09-17,2021,tv-14,"dramas, independent movies, international movies","as big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",111,min
ts32,s32,tv show,chicago party aunt,,"lauren ash, rory o'malley, rupaul charles, jill talley, ike barinholtz, jon barinholtz, matthew craig, bob odenkirk, mike hagerty, katie rich, chris witaske",,2021-09-17,2021,tv-ma,tv comedies,chicago party aunt diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,1,season
ts33,s33,tv show,sex education,,"asa butterfield, gillian anderson, ncuti gatwa, emma mackey, connor swindells, kedar williams-stirling, alistair petrie",united kingdom,2021-09-17,2020,tv-ma,"british tv shows, international tv shows, tv comedies","insecure otis has all the answers when it comes to sex advice, thanks to his therapist mom. so rebel maeve proposes a school sex-therapy clinic.",3,seasons
ts34,s34,tv show,squid game,,"lee jung-jae, park hae-soo, wi ha-jun, oh young-soo, jung ho-yeon, heo sung-tae, kim joo-ryoung, tripathi anupam, you seong-joo, lee you-mi",,2021-09-17,2021,tv-ma,"international tv shows, tv dramas, tv thrillers","hundreds of cash-strapped players accept a strange invitation to compete in children's games. inside, a tempting prize awaits — with deadly high stakes.",1,season
ts35,s35,tv show,tayo and little wizards,,"dami lee, jason lee, bommie catherine han, jennifer waescher, nancy kim",,2021-09-17,2020,tv-y7,kids' tv,tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.,1,season
ts36,s36,movie,the father who moves mountains,daniel sandu,"adrian titieni, elena purea, judith state, valeriu andriuță, tudor smoleanu, virgil aioanei, radu botar, petronela grigorescu, bogdan nechifor, cristian bota",,2021-09-17,2021,tv-ma,"dramas, international movies, thrillers","when his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",110,min
ts37,s37,movie,the stronghold,cédric jimenez,"gilles lellouche, karim leklou, françois civil, adèle exarchopoulos, kenza fortas, cyril lecomte, michaël abiteboul, idir azougli, vincent darmuzey, jean-yves berteloot",,2021-09-17,2021,tv-ma,"action & adventure, dramas, international movies","tired of the small-time grind, three marseille cops get a chance to bust a major drug network. but lines blur when a key informant makes a big ask.",105,min
ts38,s38,tv show,angry birds,,"antti pääkkönen, heljä heikkinen, lynne guaglione, pasi ruohonen, rauno ahonen",finland,2021-09-16,2018,tv-y7,"kids' tv, tv comedies","birds red, chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",1,season
ts39,s39,movie,birth of the dragon,george nolfi,"billy magnussen, ron yuan, qu jingjing, terry chen, vanness wu, jin xing, philip ng, xia yu, yu xia","china, canada, united states",2021-09-16,2017,pg-13,"action & adventure, dramas","a young bruce lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a shaolin master in this film based on real events.",96,min
ts40,s40,tv show,chhota bheem,,"vatsal dubey, julie tejwani, rupa bhimani, jigna bhardwaj, rajesh kava, mousam, swapnil",india,2021-09-16,2021,tv-y7,kids' tv,"a brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow dholakpur villagers from evil.",3,seasons
ts41,s41,tv show,he-man and the masters of the universe,,"yuri lowenthal, kimberly brooks, antony del rio, trevor devall, ben diskin, grey griffin, david kaye, tom kenny, judy alice lee, roger craig smith, fred tatasciore",united states,2021-09-16,2021,tv-y7,"kids' tv, tv sci-fi & fantasy",mighty teen adam and his heroic squad of misfits discover the legendary power of grayskull — and their destiny to defend eternia from sinister skeletor.,1,season
ts42,s42,movie,jaws,steven spielberg,"roy scheider, robert shaw, richard dreyfuss, lorraine gary, murray hamilton, carl gottlieb, jeffrey kramer, susan backlinie, jonathan filley, ted grossman",united states,2021-09-16,1975,pg,"action & adventure, classic movies, dramas","when an insatiable great white shark terrorizes amity island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",124,min
ts43,s43,movie,jaws 2,jeannot szwarc,"roy scheider, lorraine gary, murray hamilton, joseph mascolo, jeffrey kramer, collin wilcox paxton, ann dusenberry, mark gruner, barry coe, susan french",united states,2021-09-16,1978,pg,"dramas, horror movies, thrillers","four years after the last deadly shark attacks, police chief martin brody fights to protect amity island from another killer great white.",116,min
ts44,s44,movie,jaws 3,joe alves,"dennis quaid, bess armstrong, simon maccorkindale, louis gossett jr., john putch, lea thompson, p.h. moriarty, dan blasko, liz morris, lisa maurer",united states,2021-09-16,1983,pg,"action & adventure, horror movies, thrillers","after the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",98,min
ts45,s45,movie,jaws: the revenge,joseph sargent,"lorraine gary, lance guest, mario van peebles, karen young, michael caine, judith barsi, mitchell anderson, lynn whitfield",united states,2021-09-16,1987,pg-13,"action & adventure, horror movies, thrillers","after another deadly shark attack, ellen brody has had enough of amity island and moves to the caribbean – but a great white shark follows her there.",91,min
ts46,s46,movie,my heroes were cowboys,tyler greco,,,2021-09-16,2021,pg,documentaries,"robin wiltshire's painful childhood was rescued by westerns. now he lives on the frontier of his dreams, training the horses he loves for the big screen.",23,min
ts47,s47,movie,safe house,daniel espinosa,"denzel washington, ryan reynolds, vera farmiga, brendan gleeson, sam shepard, rubén blades, nora arnezeder, robert patrick, liam cunningham, joel kinnaman","south africa, united states, japan",2021-09-16,2012,r,action & adventure,young cia operative matt weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,115,min
ts48,s48,tv show,the smart money woman,bunmi ajakaiye,"osas ighodaro, ini dima-okojie, kemi lala akindoju, toni tones, ebenezer eno, eso okolocha dike, patrick diabuah, karibi fubara, temisan emmanuel, timini egbuson",,2021-09-16,2020,tv-ma,"international tv shows, romantic tv shows, tv comedies","five glamorous millennials strive for success as they juggle careers, finances, love and friendships. based on arese ugwu's 2016 best-selling novel.",1,season
ts49,s49,movie,training day,antoine fuqua,"denzel washington, ethan hawke, scott glenn, tom berenger, harris yulin, raymond j. barry, cliff curtis, dr. dre, snoop dogg, macy gray, eva mendes",united states,2021-09-16,2001,r,"dramas, thrillers",a rookie cop with one day to prove himself to a veteran lapd narcotics officer receives a crash course in his mentor's questionable brand of justice.,122,min
ts50,s50,tv show,castle and castle,,"richard mofe-damijo, dakore akande, bimbo manuel, blossom chukwujekwu, deyemi okanlawon, etim effiong, denola grey, duke akintola, eku edewor, ade laoye, anee icha, kevin ushi, jude chukwuka, amanda afolabi",nigeria,2021-09-15,2021,tv-ma,"international tv shows, tv dramas","a pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.",2,seasons
ts51,s51,tv show,dharmakshetra,,"kashmira irani, chandan anand, dinesh mehta, ankit arora, pushkar goggiaa, anjali rana, aarya dharmchand kumar, amit behl, maleeka ghai",india,2021-09-15,2014,tv-pg,"international tv shows, tv dramas, tv sci-fi & fantasy","after the ancient great war, the god chitragupta oversees a trial to determine who were the battle's true heroes and villains.",1,season
ts52,s52,movie,inuyasha the movie 2: the castle beyond the looking glass,toshiya shinohara,"kappei yamaguchi, satsuki yukino, mieko harada, koji tsujitani, houko kuwashima, kumiko watanabe, noriko hidaka, kenichi ogata, toshiyuki morikawa, izumi ogami",japan,2021-09-15,2002,tv-14,"action & adventure, anime features, international movies","with their biggest foe seemingly defeated, inuyasha and his friends return to everyday life. but the peace is soon shattered by an emerging new enemy.",99,min
ts53,s53,movie,inuyasha the movie 3: swords of an honorable ruler,toshiya shinohara,"kappei yamaguchi, satsuki yukino, koji tsujitani, houko kuwashima, kumiko watanabe, ken narita, akio otsuka, kikuko inoue",japan,2021-09-15,2003,tv-14,"action & adventure, anime features, international movies",the great dog demon beaqueathed one of the three swords of the fang to each of his two sons. now the evil power of the third sword has been awakened.,99,min
ts54,s54,movie,inuyasha the movie 4: fire on the mystic island,toshiya shinohara,"kappei yamaguchi, satsuki yukino, koji tsujitani, houko kuwashima, kumiko watanabe, noriko hidaka, ken narita, cho, mamiko noto, nobutoshi canna",japan,2021-09-15,2004,tv-pg,"action & adventure, anime features, international movies","ai, a young half-demon who has escaped from horai island to try to help her people, returns with potential saviors inuyasha, sesshomaru and kikyo.",88,min
ts55,s55,movie,inuyasha the movie: affections touching across time,toshiya shinohara,"kappei yamaguchi, satsuki yukino, koji tsujitani, houko kuwashima, kumiko watanabe, kenichi ogata, noriko hidaka, hisako kyoda, ken narita, tomokazu seki",japan,2021-09-15,2001,tv-pg,"action & adventure, anime features, international movies","a powerful demon has been sealed away for 200 years. but when the demon's son is awakened, the fate of the world is in jeopardy.",100,min
ts56,s56,tv show,nailed it,,"nicole byer, jacques torres",united states,2021-09-15,2021,tv-pg,reality tv,"home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. it's part reality contest, part hot mess.",6,seasons
ts57,s57,movie,naruto shippuden the movie: blood prison,masahiko murata,"junko takeuchi, chie nakamura, rikiya koyama, kazuhiko inoue, masaki terasoma, mie sonozaki, yuichi nakamura, kengo kawanishi, kosei hirota, masako katsuki",japan,2021-09-15,2011,tv-14,"action & adventure, anime features, international movies","mistakenly accused of an attack on the fourth raikage, ninja naruto is imprisoned in the impenetrable hozuki castle and his powers are sealed.",102,min
ts58,s58,movie,naruto shippûden the movie: bonds,hajime kamegaki,"junko takeuchi, chie nakamura, noriaki sugiyama, unsho ishizuka, motoko kumai, kazuhiko inoue, rikiya koyama, showtaro morikubo, nana mizuki, satoshi hino, shinji kawada",japan,2021-09-15,2008,tv-pg,"action & adventure, anime features, international movies","when strange ninjas ambush the village of konohagakure, it's up to adolescent ninja naruto and his long-missing pal, sasuke, to save the planet.",93,min
ts59,s59,movie,naruto shippûden the movie: the will of fire,masahiko murata,"junko takeuchi, chie nakamura, kazuhiko inoue, satoshi hino, showtaro morikubo, kentaro ito, ryoka yuzuki, kohsuke toriumi, nana mizuki, shinji kawada, yoichi masukawa, koichi tochika, yukari tamura",japan,2021-09-15,2009,tv-pg,"action & adventure, anime features, international movies","when four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",96,min
ts60,s60,movie,naruto shippuden: the movie,hajime kamegaki,"junko takeuchi, chie nakamura, yoichi masukawa, koichi tochika, ayumi fujimura, keisuke oda, daisuke kishio, fumiko orikasa, hidetoshi nakamura, tetsuya kakihara, kisho taniyama, miyuki sawashiro, katsuyuki konishi, masako katsuki, keiko nemoto, masashi ebara, kazuhiko inoue, showtaro morikubo, romi park, daisuke ono, seizo kato",japan,2021-09-15,2007,tv-pg,"action & adventure, anime features, international movies","the adventures of adolescent ninja naruto uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",95,min
ts61,s61,movie,naruto shippuden: the movie: the lost tower,masahiko murata,"junko takeuchi, chie nakamura, satoshi hino, rikiya koyama, nobuaki fukuda, kenji hamada, keiko nemoto, saori hayami, yumi toma, yuko kobayashi, fujiko takimoto, mutsumi tamura, mayuki makiguchi, toshiyuki morikawa",japan,2021-09-15,2010,tv-14,"action & adventure, anime features, international movies","when naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",85,min
ts62,s62,movie,naruto the movie 2: legend of the stone of gelel,hirotsugu kawasaki,"junko takeuchi, gamon kaai, chie nakamura, showtaro morikubo, akira ishida, yasuyuki kase, urara takano, sachiko kojima, houko kuwashima, takako honda",japan,2021-09-15,2005,tv-pg,"action & adventure, anime features, international movies","while on a mission to return a missing pet, naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic temujin.",97,min
ts63,s63,movie,naruto the movie 3: guardians of the crescent moon kingdom,toshiyuki tsuru,"junko takeuchi, chie nakamura, yoichi masukawa, kazuhiko inoue, akio otsuka, kyousuke ikeda, marika hayashi, umeji sasaki, masashi sugawara, hisao egawa",japan,2021-09-15,2006,tv-pg,"action & adventure, anime features, international movies","exuberant ninja naruto teams up with his pals sakura and kakashi to escort prince michiru and his son, hikaru, to the crescent moon kingdom.",95,min
ts64,s64,movie,naruto the movie: ninja clash in the land of snow,tensai okamura,"junko takeuchi, noriaki sugiyama, chie nakamura, kazuhiko inoue, yuhko kaida, tsutomu isobe, hirotaka suzuoki, jun karasawa, harii kaneko, ikuo nishikawa",japan,2021-09-15,2004,tv-pg,"action & adventure, anime features, international movies","naruto, sasuke and sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",83,min
ts65,s65,movie,nightbooks,david yarovesky,"winslow fegley, lidya jewett, krysten ritter",,2021-09-15,2021,tv-pg,children & family movies,scary story fan alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,103,min
ts66,s66,tv show,numberblocks,,"beth chalmers, david holt, marcel mccalla, teresa gallagher",united kingdom,2021-09-15,2021,tv-y,kids' tv,"in a place called numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",6,seasons
ts67,s67,tv show,raja rasoi aur anya kahaniyan,,,india,2021-09-15,2014,tv-g,"docuseries, international tv shows","explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat.",1,season
ts68,s68,tv show,saved by the bell,,"mark-paul gosselaar, tiffani thiessen, mario lopez, lark voorhies, elizabeth berkley, dustin diamond, dennis haskins",united states,2021-09-15,1994,tv-pg,"kids' tv, tv comedies","from middle school to college, best friends zack, kelly, slater, jessie, screech and lisa take on the highs and lows of life together in this hit series.",9,seasons
ts69,s69,movie,schumacher,"hanns-bruno kammertöns, vanessa nöcker, michael wech",michael schumacher,,2021-09-15,2021,tv-14,"documentaries, international movies, sports movies","through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time formula 1 champion michael schumacher.",113,min
ts70,s70,tv show,stories by rabindranath tagore,,,india,2021-09-15,2015,tv-pg,"international tv shows, tv dramas",the writings of nobel prize winner rabindranath tagore come to life in this collection of tales set in early-20th-century bengal.,1,season
ts71,s71,tv show,too hot to handle: latino,,itatí cantoral,,2021-09-15,2021,tv-ma,"international tv shows, reality tv, romantic tv shows","on this reality show, singles from latin america and spain are challenged to give up sex. but here, abstinence comes with a silver lining: us$100,000.",1,season
ts72,s72,movie,a storybots space adventure,david a. vargas,"evan spiridellis, erin fitzgerald, jeff gill, fred tatasciore, evan michael lee, jared isaacman, sian proctor, chris sembroski, hayley arceneaux",,2021-09-14,2021,tv-y,children & family movies,join the storybots and the space travelers of the historic inspiration4 mission as they search for answers to kids' questions about space.,13,min
ts73,s73,tv show,jack whitehall: travels with my father,,"jack whitehall, michael whitehall",united kingdom,2021-09-14,2021,tv-ma,"british tv shows, docuseries, international tv shows","jovial comic jack whitehall invites his stuffy father, michael, to travel with him through southeast asia in an attempt to strengthen their bond.",5,seasons
ts74,s74,movie,king of boys,kemi adetiba,"sola sobowale, adesua etomi, remilekun ""reminisce"" safaru, tobechukwu ""illbliss"" ejiofor, toni tones, paul sambo, jide kosoko, sharon ooja",nigeria,2021-09-14,2018,tv-ma,"dramas, international movies","when a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",182,min
ts75,s75,tv show,the world's most amazing vacation rentals,,,,2021-09-14,2021,tv-pg,reality tv,"with an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2,seasons
ts76,s76,movie,you vs. wild: out cold,ben simms,"bear grylls, jason derek prempeh",,2021-09-14,2021,tv-g,children & family movies,"after a plane crash leaves bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",106,min
ts77,s77,tv show,yowamushi pedal,,"daiki yamashita, kohsuke toriumi, jun fukushima, hiroki yasumoto, showtaro morikubo, kentaro ito, daisuke kishio, yoshitsugu matsuoka, junichi suwabe, ayaka suwa, megumi han, tomoaki maeno, tsubasa yonaga, tetsuya kakihara, satoshi hino, hiroyuki yoshino, atsushi abe, koji yusa, kouki miyata, hiro shimono, wataru hatano, yuichi nakamura, kenji nojima, mamoru miyano, daisuke ono, yuma uchida, jun fukuyama",japan,2021-09-14,2013,tv-14,"anime series, international tv shows","a timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",1,season
ts78,s78,movie,little singham - black shadow,prakash satam,"sumriddhi shukla, jigna bharadwaj, sonal kaushal, neshma chemburkar, ganesh divekar, annamaya verma, anamay verma, manoj pandey",,2021-09-11,2021,tv-y7,"children & family movies, comedies",kid cop little singham loses all his superpowers while trying to stop the demon kaal’s new evil plans! can his inner strength help him defeat the enemy?,48,min
ts79,s79,movie,tughlaq durbar,delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",,2021-09-11,2020,tv-14,"comedies, dramas, international movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145,min
ts80,s80,movie,tughlaq durbar (telugu),delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",,2021-09-11,2021,tv-14,"comedies, dramas, international movies",a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,145,min
ts81,s81,movie,firedrake the silver dragon,tomer eshed,"thomas brodie-sangster, felicity jones, freddie highmore, patrick stewart, meera syal, sanjeev bhaskar, nonso anozie",,2021-09-10,2021,tv-y7,children & family movies,"when his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",93,min
