id,show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_int,duration_type
ts19,s19,tv show,disney intertwined,,"carolina domenech, josé jiménez zapiola, kevsho, elena roger, clara alonso, emilia mernes",,2021-11-12,2021,tv-pg,"comedy, coming of age, drama",allegra is ready to change the past in order to reach her dream.,1,season
ts20,s20,movie,enchanted,kevin lima,"amy adams, patrick dempsey, james marsden, timothy spall, idina menzel, susan sarandon",united states,2021-11-12,2007,pg,"comedy, family, fantasy",an animated princess winds up in the real world of modern-day manhattan.,110,min
ts21,s21,movie,feast,patrick osborne,"stephen apostolina, kirk baily, ben bledsoe, david cowgill, terri douglas, fuschia!",united states,2021-11-12,2014,g,"animation, comedy, drama",one man's love life seen through the eyes of his dog.,8,min
ts22,s22,movie,frozen fever,"chris buck, jennifer lee","kristen bell, idina menzel, jonathan groff, josh gad, santino fontana, chris williams",united states,2021-11-12,2015,g,"animation, family, fantasy",elsa wants to give anna the best birthday party ever.,11,min
ts23,s23,movie,get a horse!,lauren macmullan,"walt disney, marcellite garner, russi taylor, billy bletcher, will ryan, bob bergen",united states,2021-11-12,2013,g,"action-adventure, animation, comedy",mickey and friends hitch a ride on a musical hay wagon.,7,min
ts24,s24,movie,home sweet home alone,dan mazer,"ellie kemper, rob delaney, archie yates, aisling bea, kenan thompson, tim simons",united states,2021-11-12,2021,pg,"comedy, family","alone for the holidays, max mercer will do whatever it takes to protect his home from trespassers.",95,min
ts25,s25,movie,jungle cruise,jaume collet-serra,"dwayne johnson, emily blunt, edgar ramirez, jack whitehall, jesse plemons, paul giamatti",united states,2021-11-12,2021,pg-13,"action-adventure, comedy, family",dr. lily houghton & skipper frank wolff team up for a wild ride on the amazon.,129,min
ts26,s26,movie,limitless with chris hemsworth,,chris hemsworth,,2021-11-12,2021,tv-14,lifestyle,"""limitless with chris hemsworth"" is coming to disney+ in 2022.",2,min
ts27,s27,movie,marvel studios’ 2021 disney+ day special,,,,2021-11-12,2021,tv-pg,movies,"marvel studios’ disney+ day special explores the disney+ series of the mcu – past, present and future.",14,min
ts28,s28,movie,obi-wan kenobi,,,,2021-11-12,2021,tv-pg,"action-adventure, science fiction","a behind the scenes look of the ""obi-wan kenobi"" special event series. coming to disney+ in 2022.",1,min
ts29,s29,tv show,olaf presents,,josh gad,,2021-11-12,2021,tv-pg,"animation, family",olaf goes from snowman to showman for his unique retelling of five favorite disney animation tales.,1,season
ts30,s30,movie,paperman,john kahrs,"john kahrs, kari wahlgren",united states,2021-11-12,2012,g,"animation, comedy, family",a young man strives to find girl of his dreams.,7,min
ts31,s31,movie,pixar 2021 disney+ day special,,"pete docter, larry the cable guy, jack dylan grazer, domee shi, angus maclane",,2021-11-12,2021,g,movies,join pete docter for a tour around pixar and get a sneak peek at several upcoming disney+ releases.,5,min
ts32,s32,movie,shang-chi and the legend of the ten rings,destin daniel cretton,"simu liu, awkwafina, tony leung, michelle yeoh, meng'er zhang, ben kingsley","united states, australia",2021-11-12,2021,pg-13,"action-adventure, fantasy, superhero","shang-chi must confront his father, leader of the ten rings organization.",134,min
ts33,s33,movie,spin,manjari makijany,"avantika, michael bishop, anna cathcart, jahbril cook, kerri medders, aryan simhadri",,2021-11-12,2021,tv-g,"coming of age, music",rhea discovers her passion for creating dj mixes!,94,min
ts34,s34,movie,tangled ever after,"nathan greno, byron howard","mandy moore, zachary levi, alan dale, paul f. tompkins, kari wahlgren, mark allen stewart",united states,2021-11-12,2012,g,"animation, family",it's up to max and pascal to save the royal wedding.,9,min
ts35,s35,movie,the ballad of nessie,"stevie wermers-skelton, kevin deters",billy connolly,,2021-11-12,2011,g,"animation, family, fantasy",a colorful tale about the friendly loch ness monster.,8,min
ts36,s36,movie,the little matchgirl,roger allers,,united states,2021-11-12,2006,g,"animation, drama",a poor matchgirl sees happy images in the flames of her matches.,7,min
ts37,s37,movie,the making of happier than ever: a love letter to los angeles,david clair,"billie eilish, finneas, gustavo dudamel, patrick osborne, robert rodriguez",,2021-11-12,2021,tv-pg,"concert film, music","go behind the scenes of ""happier than ever: a love letter to los angeles.""",30,min
ts38,s38,movie,the proud family: louder and prouder,,"kyla pratt, tommy davidson, paula jai parker, jomarie payton, cedric the entertainer",,2021-11-12,2021,tv-g,"animation, comedy, coming of age","""the proud family: louder and prouder"" follows penny proud and her family. coming in february 2022.",1,min
ts39,s39,movie,the simpsons in plusaversary,david silverman,"dan castellaneta, nancy cartwright, yeardley smith, tress macneille, hank azaria",,2021-11-12,2021,tv-pg,"animation, comedy",celebrate disney+ day with the simpsons and their friends from across the service.,6,min
ts40,s40,movie,tick tock tale,dean wellins,,united states,2021-11-12,2010,g,"animation, crime, family",a tale of a quirky mantle clock.,6,min
ts41,s41,movie,under the helmet: the legacy of boba fett,,,,2021-11-12,2021,tv-pg,science fiction,"a special celebrating the origins and legacy of star wars’ legendary bounty hunter, boba fett.",22,min
ts42,s42,movie,willow,,,,2021-11-12,2021,tv-pg,"action-adventure, fantasy","meet the cast of the all-new disney+ fantasy-adventure series ""willow."" coming to disney+ in 2022.",3,min
ts43,s43,movie,alvin and the chipmunks: chipwrecked,mike mitchell,"jason lee, david cross, jenny slate, justin long, matthew gray gubler, jesse mccartney",united states,2021-11-05,2011,g,"comedy, family, music",the chipmunks and chipettes get stranded on a remote island – or so it would seem.,87,min
ts44,s44,movie,jingle all the way,brian levant,"arnold schwarzenegger, sinbad, phil hartman, rita wilson, robert conrad, martin mull",united states,2021-11-05,1996,pg,"comedy, family",a father's christmas eve turns into a madcap scramble to find a much sought-after toy for his son.,90,min
ts45,s45,movie,jingle all the way 2,alex zamm,"larry the cable guy, brian stepanek, santino marella, kennedi clements, kirsten robek, rachel hayward",united states,2021-11-05,2014,pg,"comedy, family",two dads compete to be the best father and make christmas amazing!,91,min
ts46,s46,movie,prep & landing: operation secret santa,"kevin deters, stevie wermers-skelton","betty white, dave foley, derek richardson, sarah chalke, w. morgan sheppard",,2021-11-05,2010,tv-g,"animation, family, fantasy",mrs. claus enlists two elves in a secret mission.,8,min
ts47,s47,movie,santa buddies: the legend of santa paws,robert vince,"christopher lloyd, danny woodburn, craig anton, michael teigen, ben giroux, paul rae","united states, canada",2021-11-05,2009,g,"comedy, fantasy, kids","the buddies remind santa paws' feisty son, puppy paws, about the true meaning of christmas.",93,min
ts48,s48,movie,snow buddies,robert vince,"dominic scott kay, john kapelos, lise simms, mike dopud, charles c. stevenson jr., dylan minnette",united states,2021-11-05,2008,g,"action-adventure, comedy, kids",disney’s favorite talking pups put one paw in front of the other in a thrilling alaskan adventure.,91,min
ts49,s49,movie,space buddies,robert vince,"f.t. anderson, diedrich bader, field cate, kendall cross, mike dopud, mark downey","united states, canada",2021-11-05,2009,g,"action-adventure, comedy, kids","disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",87,min
ts50,s50,movie,the search for santa paws,robert vince,"resse alexander, diedrich bader, sahar biniaz, jan boss, ameko eks mass carroll, melody choi",canada,2021-11-05,2010,g,"drama, family, fantasy",discover how the legendary friendship of santa claus and santa paws began.,101,min
ts51,s51,movie,x-men: first class,matthew vaughn,"james mcavoy, michael fassbender, rose byrne, jennifer lawrence, january jones, nicholas hoult","united states, united kingdom",2021-11-05,2011,pg-13,"action-adventure, science fiction, superhero","following the classic mythology, x-men: first class charts the epic beginning of the x-men saga.",132,min
ts52,s52,tv show,disney amphibia,,"justin felbinger, amanda leighton, bill farmer, brenda song","united states, south korea",2021-11-03,2018,tv-y7,"animation, comedy, family",anne boonchuy is transported to the world of amphibia.,3,seasons
ts53,s53,tv show,photo ark,,joel sartore,united states,2021-11-03,2017,tv-pg,"animals & nature, docuseries, family",national geographic photographer joel sartore photographs some of the rarest animals in the world.,1,season
ts54,s54,tv show,storm rising,,,,2021-11-03,2021,tv-14,"action-adventure, animals & nature, docuseries",storm chasers reed timmer and mike theiss track and study a new category of deadly storms.,1,season
ts55,s55,movie,bob ballard: an explorer's life,,,,2021-10-29,2021,tv-pg,"biographical, documentary","an intimate portrait of bob ballard, the legendary explorer who found the titanic.",44,min
ts56,s56,movie,"mcfarland, usa",niki caro,"kevin costner, maria bello, morgan saylor, martha higareda, michael aguero, sergio avelar",united states,2021-10-29,2015,pg,"drama, sports",a coach guides underdogs past tremendous obstacles to become champions.,131,min
ts57,s57,movie,rookie of the year,daniel stern,"thomas ian nicholas, gary busey, albert hall, amy morton, dan hedaya, eddie bracken",united states,2021-10-22,1993,pg,"comedy, family, sports","a 12-year-old boy can throw a 100 mph fastball, and the chicago cubs want him as their new pitcher!",104,min
ts58,s58,movie,thumbelina,"don bluth, gary goldman","gino conforti, barbara cook, jodi benson, will ryan, june foray, kenneth mars","ireland, united states, canada, united kingdom, denmark, spain, poland, hungary",2021-10-22,1994,g,"animation, family, fantasy",a digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,87,min
ts59,s59,tv show,pj masks,,"kyle breitkopf, jacob ursomarzo, addison holley","france, united kingdom",2021-10-20,2015,tv-y7,"action-adventure, animation, kids",look out night time baddies the pj masks are coming!,5,seasons
ts60,s60,tv show,the wild life of dr. ole,,,,2021-10-20,2021,tv-pg,"animals & nature, reality","doc ole practices his unique brand of animal care with wit, expertise and insight.",1,season
ts61,s61,movie,lost cities with albert lin: the great flood,jim greayer,dr. albert yu-min lin,,2021-10-15,2021,tv-pg,"documentary, historical",albert lin is on a global quest to find the origins of great flood stories.,44,min
ts62,s62,movie,megacity of the maya warriors,ben crichton,albert lin,,2021-10-15,2021,tv-pg,documentary,albert lin sets out to solve an ancient mystery and find a lost maya city.,44,min
ts63,s63,tv show,apollo: back to the moon,,"bill anders, jack clemons, fred haise, glynn lunney, jay barbree, brad vinikow",,2021-10-13,2019,tv-pg,"docuseries, historical","follow the apollo lunar landing program from the inside, as never shown before.",1,season
ts64,s64,tv show,just beyond,,"mckenna grace, lexi underwood, cedric joe, tim heidecker, riki lindhome, nasim pedrad",,2021-10-13,2021,tv-pg,"anthology, comedy, coming of age","inspired by the writings of r.l. stine, “just beyond” is a supernatural anthology series.",1,season
ts65,s65,tv show,secrets of the zoo: down under,,naomi watts,,2021-10-13,2020,tv-14,"animals & nature, docuseries, family",this series is a behind-the-scenes look at one of the world’s most famous zoos.,2,seasons
ts66,s66,tv show,secrets of the zoo: north carolina,,,,2021-10-13,2020,tv-14,reality,"the north carolina zoo has more than 1,000 animals that live in lush natural habitats.",1,season
ts67,s67,tv show,the wizard of paws,,,,2021-10-13,2021,tv-pg,"animals & nature, docuseries, medical",follow pet prosthetics pioneer derrick campana as he gives troubled animals a second chance.,1,season
ts68,s68,tv show,zombies: addison's moonstone mystery,,,,2021-10-13,2020,tv-g,"animation, coming of age, fantasy",things are smooth sailing at seabrook high until ...,1,season
ts69,s69,movie,just roll with it: you decide live!,,"tobie windham, suzi barrett, ramon reed, kaylin hayman, jc currais, raven-symoné",,2021-10-08,2019,g,comedy,the bennett-blatts set out to reverse an evil curse!,52,min
ts70,s70,movie,mickey's tale of two witches,jeff gordon,"bret iwan, kaitlyn robrock, bill farmer, daniel ross, tress macneille, jim cummings",,2021-10-08,2021,tv-y,"animation, family, fantasy",mickey tells a tale of two witches-in-training!,47,min
ts71,s71,movie,muppets haunted mansion,kirk thatcher,"dave goelz, bill barretta, will arnett, taraji p. henson, yvette nicole brown, darren criss",,2021-10-08,2021,tv-pg,"comedy, family, musical",gonzo is challenged to spend halloween night in the scariest place on earth – the haunted mansion.,53,min
ts72,s72,movie,the most magical story on earth: 50 years of walt disney world,dave hoffman,"whoopi goldberg, christina aguilera, halle bailey, orlando philharmonic orchestra, anthony anderson, tom brady",,2021-10-08,2021,tv-pg,"family, variety",celebrating 50 years of the walt disney world resort.,85,min
ts73,s73,movie,under wraps,alex zamm,"malachi barton, christian j. simon, sophia hammons, melanie brook, brent stait, jordana largy",,2021-10-08,2021,tv-g,"action-adventure, comedy, kids",three friends revive a mummy in a neighbor's basement.,92,min
ts74,s74,tv show,among the stars,,chris cassidy,,2021-10-06,2021,tv-pg,docuseries,nasa astronaut captain chris cassidy and the nasa team take on the challenges of space exploration.,1,season
ts75,s75,movie,black widow,cate shortland,"scarlett johansson, florence pugh, david harbour, o-t fagbenle, rachel weisz, ray winstone",united states,2021-10-06,2021,pg-13,"action-adventure, science fiction, spy/espionage",natasha confronts her history as a spy and the broken relationships left in her wake.,135,min
ts76,s76,tv show,drain the oceans,,russell boulter,"united kingdom, australia",2021-10-06,2017,tv-pg,"docuseries, historical",pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,4,seasons
ts77,s77,tv show,drain the oceans: the mississippi river & arctic war,,kerry shale,,2021-10-06,2021,tv-14,"docuseries, historical",drain the oceans takes underwater archaeology into a whole new era.,1,season
ts78,s78,movie,fauci,"john hoffman, janet tobias","dr. anthony fauci, bono, george w. bush, peter staley",united states,2021-10-06,2021,pg-13,"biographical, documentary","""fauci"" reveals the extraordinary life and career of dr. anthony fauci.",105,min
ts79,s79,tv show,impact with gal gadot,,gal gadot,united states,2021-10-06,2021,tv-14,docuseries,national geographic presents impact with gal gadot honors impactful women.,1,season
ts80,s80,tv show,the ghost and molly mcgee,,"ashly burch, dana snyder",united states,2021-10-06,2021,tv-y7,"animation, buddy, coming of age",a grumpy ghost and cheerful tween are eternally bound.,1,season
ts81,s81,movie,alvin and the chipmunks,tim hill,"jason lee, david cross, cameron richardson, jane lynch, justin long, matthew gray gubler",united states,2021-10-01,2007,pg,"animation, comedy, family","pop-singer chipmunks alvin, simon and theodore turn a songwriter's life upside-down.",91,min
ts82,s82,movie,alvin and the chipmunks: the road chip,walt becker,"jason lee, tony hale, kimberly williams-paisley, josh green, bella thorne, uzo aduba",united states,2021-10-01,2015,pg,"comedy, family, music","your favorite fur balls, the chipmunks, hit the road for an all-new, music-filled adventure.",92,min
ts83,s83,movie,lego star wars terrifying tales,ken cunningham,"jake green, raphael alejandro, dana snyder, tony hale, christian slater, trevor devall",,2021-10-01,2021,tv-y7-fv,"action-adventure, animation, science fiction",poe and bb-8 are told terrifying tales as they search for help in darth vader’s creepy old castle.,47,min
ts84,s84,movie,maleficent,robert stromberg,"angelina jolie, sharlto copley, elle fanning, sam riley, imelda staunton, juno temple","united states, united kingdom",2021-10-01,2014,pg,"action-adventure, family, fantasy","driven by revenge, maleficent places a curse upon the king’s newborn infant, aurora.",99,min
ts85,s85,movie,the scariest story ever: a mickey mouse halloween spooktacular,"alonso ramirez ramos, eddie trigueros, dave wasson","chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor",,2021-10-01,2017,tv-g,"animation, family, parody",mickey tells a scary story on halloween.,22,min
ts86,s86,tv show,disney vampirina,,"isabella crovetti, lauren graham, james van der beek, jordan davis, wanda sykes, mitchell whitfield","ireland, united states",2021-09-29,2017,tv-y7,"animation, fantasy, kids",vampirina is the new girl in town!,3,seasons
ts87,s87,tv show,disney's magic bake-off,,"issac ryan brown, dara reneé, graciela gomez",united states,2021-09-29,2021,tv-g,"family, game show / competition",kid bakers compete to be named disney baking champion.,1,season
ts88,s88,tv show,great barrier reef,,don halbert,,2021-09-29,2020,tv-pg,"animals & nature, docuseries",explore the complex great barrier reef along with the wildlife that inhabit it.,1,season
ts89,s89,tv show,ready for preschool,,,,2021-09-29,2019,tv-y,"kids, music",the love of learning begins with disney junior!,2,seasons
ts90,s90,tv show,rolie polie olie,,"cole caplan, kristen bone, robert smith, catherine disher, adrian truss, len carlson","canada, united states, france",2021-09-29,1998,tv-y,"animation, science fiction",rolie polie olie’s life and adventures center on his robo-family.,5,seasons
ts91,s91,tv show,star wars galaxy of sounds,,,,2021-09-29,2021,tv-pg,"animation, anthology, science fiction","""star wars galaxy of sounds"" immerses audiences in the nostalgic ambience of a galaxy far, far away.",1,season
ts92,s92,tv show,the hatcher family dairy,,,,2021-09-29,2021,tv-14,"animals & nature, docuseries, reality","the hatcher family enjoys a nonstop circus of animals, farming and family.",1,season
ts93,s93,tv show,the simpsons,,"dan castellaneta, julie kavner, nancy cartwright, yeardley smith, hank azaria, pamela hayden",united states,2021-09-29,1989,tv-pg,"animation, comedy","the world’s favorite nuclear family, in the award-winning, history-making series.",32,seasons
ts94,s94,movie,a spark story,"jason sterman, leanne dare","apthon corbin, louis gonzales",,2021-09-24,2021,tv-pg,documentary,two pixar filmmakers strive to bring their uniquely personal sparkshorts visions to the screen.,88,min
ts95,s95,movie,spooky buddies,robert vince,"tucker albrizzi, diedrich bader, ameko eks mass carroll, max charles, tim conway, jennifer elise cox","united states, canada",2021-09-24,2011,g,"comedy, fantasy, kids",the puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.,93,min
ts96,s96,movie,the fault in our stars,josh boone,"shailene woodley, ansel elgort, laura dern, sam trammell, nat wolff, willem dafoe",united states,2021-09-24,2014,pg-13,"coming of age, drama, romance",hazel and gus share a love that sweeps them on an unforgettable journey.,127,min
ts97,s97,tv show,dog: impossible,,matt beisner,united states,2021-09-22,2019,tv-pg,"animals & nature, docuseries, family",matt beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,2,seasons
ts98,s98,tv show,spidey and his amazing friends,,"benjamin valic, lily sanfelippo, jakari fraser, dee bradley baker, melanie minichino",united states,2021-09-22,2021,tv-y,"action-adventure, animation, kids",spidey teams up with pals to become the spidey team!,1,season
ts99,s99,tv show,star wars: visions,,,,2021-09-22,2021,tv-pg,"action-adventure, animation, anime",an animated anthology celebrating star wars through the lens of the world’s best anime creators.,1,season
ts100,s100,movie,confessions of a shopaholic,p.j. hogan,"isla fisher, hugh dancy, joan cusack, john goodman, john lithgow, kristin scott thomas",united states,2021-09-17,2009,pg,"comedy, romance, romantic comedy",becky writes a personal finance column en route to a high-fashion mag job.,106,min
ts101,s101,movie,descendants: royal wedding,salvador simó,"dove cameron, sofia carson, booboo stewart, mitchell hope, sarah jeffery, melanie paxson",,2021-09-17,2021,tv-g,"animation, fantasy, musical",mal and ben’s wedding is finally here!,22,min
ts102,s102,movie,disney's broadway hits at london's royal albert hall,jay hatcher,"john barrowman, ashley brown, merle dandridge, trevor dion nicholas, jade ewen, alton fitzgerald white",,2021-09-17,2016,tv-g,"concert film, music",experience the magic of disney on broadway in an unforgettable night of music.,116,min
ts103,s103,movie,flooded tombs of the nile,katie bauer murdock,devin e. haqq,,2021-09-17,2021,tv-pg,documentary,archaeologists dive into a pyramid flooded by the nile to search for a king’s burial.,44,min
ts104,s104,movie,jade eyed leopard,,jeremy irons,,2021-09-17,2020,tv-pg,"animals & nature, documentary","jade eyed leopard follows a leopard, toto, throughout the first three years of her life.",44,min
ts105,s105,movie,nona,louis gonzales,,,2021-09-17,2021,g,"animation, comedy, family",a grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,9,min
ts106,s106,movie,smoky mountain park rangers,,peter jessop,,2021-09-17,2021,tv-pg,"animals & nature, documentary",park rangers protect the wildlife in great smoky mountain national park.,42,min
ts107,s107,tv show,life below zero,,"chip hailstone, agnes hailstone, sue aikens, andy bassich",united states,2021-09-15,2012,tv-14,"action-adventure, animals & nature, docuseries","experience life deep in alaska where the primal way lives on – brave the wild, fight the freeze.",16,seasons
ts108,s108,tv show,miraculous: tales of ladybug & cat noir,,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen","france, south korea, japan, united states",2021-09-15,2015,tv-y7,"action-adventure, animation, fantasy",superheroes ladybug and cat noir protect the city.,1,season
ts109,s109,tv show,unknown waters with jeremy wade,,jeremy wade,,2021-09-15,2021,tv-14,"animals & nature, docuseries","angler and adventurer, jeremy wade, explores the greatest river system in the world.",1,season
ts110,s110,movie,far away from raven’s home,,"raven-symoné, issac ryan brown, navia robinson, jason maybaum, sky katz, anneliese van der pol",,2021-09-10,2021,tv-g,comedy,our gang is off for an exotic vacation of a lifetime!,11,min
ts111,s111,movie,pirates of the caribbean: on stranger tides,rob marshall,"johnny depp, penélope cruz, ian mcshane, geoffrey rush, kevin r. mcnally, sam claflin","united states, united kingdom",2021-09-10,2011,pg-13,"action-adventure, fantasy",a woman from his past uses jack to help find the fabled fountain of youth.,140,min
ts112,s112,movie,twenty something,aphton corbin,"kaylin price, ariana brown, aliyah taylor, janelle lasalle, napoleon highbrou",united states,2021-09-10,2021,pg,"animation, family","adulting is hard. one day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",11,min
ts113,s113,tv show,"doogie kamealoha, m.d.",,"peyton elizabeth lee, emma meisel, matthew sato, wes tian, jeffrey bowyer-chapman, mapuana makia",united states,2021-09-08,2021,tv-pg,"comedy, coming of age, family",a 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,1,season
ts114,s114,tv show,"mira, royal detective",,"leela ladnier, utkarsh ambudkar, roshni edwards, kal penn, kamran lucas",united states,2021-09-08,2020,tv-y,"animation, fantasy, kids",mira is the new royal detective in the land of jalpur!,2,seasons
ts115,s115,tv show,pepper ann,,"kathleen wilhoite, clea lewis, danny cooksey, pamela segall, april winchell, don adams",united states,2021-09-08,1997,tv-y,"animation, comedy, coming of age",pepper ann pearson is a teenage girl on an eternal quest for coolness.,3,seasons
ts116,s116,tv show,the incredible dr. pol,,"rick robles, dr. pol",united states,2021-09-08,2011,tv-14,"animals & nature, docuseries, family",dr. pol and his team handle challenging veterinary cases and animal emergencies in central michigan.,19,seasons
ts117,s117,movie,happier than ever: a love letter to los angeles,"robert rodriguez, patrick osborne","billie eilish, finneas",united states,2021-09-03,2021,tv-14,"concert film, music","billie eilish makes her disney+ debut with ""happier than ever: a love letter to los angeles.""",66,min
ts118,s118,movie,x-men: dark phoenix,simon kinberg,"james mcavoy, michael fassbender, jennifer lawrence, nicholas hoult, sophie turner, tye sheridan","united states, canada",2021-09-03,2019,pg-13,"action-adventure, family, science fiction","when jean grey transforms into the dark phoenix, the x-men unite to face their greatest enemy yet.",115,min
ts119,s119,tv show,alaska animal rescue,,victoria vosburg,united states,2021-09-01,2019,tv-pg,"animals & nature, docuseries, family",conservation heroes rescue and rehabilitate the wild animals of america’s last frontier.,2,seasons
ts120,s120,tv show,dug days,,"bob peterson, ed asner, jordan nagai",united states,2021-09-01,2021,tv-pg,"animation, comedy, family","“dug days” is a collection of shorts that follows the adventures of dug, the dog from pixar’s “up.”",1,season
ts121,s121,movie,cruella,craig gillespie,"emma stone, emma thompson, joel fry, paul walter hauser, emily beecham, kirby howell-baptiste","united states, united kingdom",2021-08-27,2021,pg-13,"crime, drama","witness the origin of disney’s most notorious and notoriously fashionable villain, cruella de vil.",137,min
ts122,s122,movie,dan in real life,peter hedges,"steve carell, juliette binoche, dane cook, john mahoney, emily blunt, alison pill",united states,2021-08-27,2007,pg-13,"comedy, drama, romance",a relationship expert falls in love with his brother's new girlfriend.,99,min
ts123,s123,movie,disney princess remixed - an ultimate princess celebration,napoleon dumo,"txunamy oriz, natalie peyser, dara reneé, frankie rodriguez, julia lester, ruth righi",,2021-08-27,2021,tv-g,"family, music, variety",celebrate the timeless music of disney princess!,22,min
ts124,s124,movie,marvel one-shot: all hail the king,drew pearce,"ben kingsley, scoot mcnairy, lester speight, sam rockwell, matt gerald, allen maldonado",united states,2021-08-27,2014,tv-14,"comedy, drama, thriller","locked up in prison, infamous icon trevor slattery agrees to meet with a documentary filmmaker.",14,min
ts125,s125,movie,underdog,frederik du chau,"jason lee, amy adams, jim belushi, peter dinklage, patrick warburton, alex neuberger",united states,2021-08-27,2007,pg,"action-adventure, family, parody",a super-powered beagle tries to save capital city from a mad scientist.,85,min
ts126,s126,tv show,dr. k's exotic animal er,,"dr. susan kelleher, art edmonds",,2021-08-25,2014,tv-14,"animals & nature, docuseries, family",dedicated veterinarians treat a colorful array of exotic pets in south florida.,9,seasons
ts127,s127,tv show,gigantosaurus,,"dylan schombing, áine sunderland, nahanni mitchell, nicholas holmes",france,2021-08-25,2018,tv-y,"action-adventure, animation, kids",four dinos explore the mystery of the gigantosaurus!,2,seasons
