id,show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_int,duration_type
ts11,s11,movie,forest fairies,justin g. dyck,"emily wilder, adrian cowan, gary mckenzie, jeremy ninaber, brenda somers, brian carleton, lora burke, winny clarke, mercedes morris, rebecca perry, emily agard, graham gauthier",canada,2021-04-04,2016,g,"adventure, kids",amanda stumbles upon a hidden village of fairies in the forest. they help her thwart a scheming land developer's plan to trick her mother into selling the family inn.,88,min
ts12,s12,movie,take care,liz tuccillo,"leslie bibb, kevin curtis, nadia dajani",united states,2021-04-10,2014,g,comedy,"when a car crash leaves frannie immobilized, she is brushed off by everyone she can count on. with nowhere else to turn, frannie reluctantly calls her ex, devon, for help. it isn't long before old wounds emerge and are made worse when devon's crazy new girlfriend shows up.",93,min
ts13,s13,movie,the night eats the world,dominique rocher,"anders danielsen lie, golshifteh farahani, denis lavant, sigrid bouaziz, david kammenos",france,2021-04-17,2018,g,"horror, suspense","after waking up in an apartment the night after a raging party, sam comes face to face with his new reality, an army of zombies have invaded the streets of paris and he is the lone survivor. petrified with fear, he barricades himself inside the building to survive. he wonders how long can he last in silence and solitude, and the answer comes when he learns that he's not all alone after all.",94,min
ts14,s14,movie,resilencia,jep barcelona,"rafinha alcantara, marc-andré ter stegen, sergi roberto, dr. ramón cugat, mazinho, xavi arruebo, celia ferreira da silva, ángel lapuebla, javier enríquez, thiago alcantara, valeria alcantara",spain,2021-04-24,2020,g,"documentary, sports","the documentary follows the midfielder’s everyday life for six months. it’s a sincere portrayal by rafinha himself, who opened his home for the cameras to film every moment, even allowing them into the operating room.",46,min
ts15,s15,movie,elon musk: the real life iron man,sonia anderson,"elon musk, per wimmer, julie anderson-ankenbrandt, cary cooper",united kingdom,2021-05-02,2018,g,documentary,"discover the meteoric rise of elon musk, the man who is transforming the way we think about travel technology through electric cars, the hyperloop, and revolutionary ideas on how we live through artificial intelligence and colonizing mars.",74,min
ts16,s16,movie,summer '03,becca gleason,"joey king, jack kilmer, andrea savage, paul scheer, june squibb, erin darke, stephen ruffin, kelly lamor wilson, logan medina, travis james, bill eudaly, elise duquette",united states,2021-06-03,2019,g,"comedy, drama","summer '03 is the hilarious story of 16-year-old jamie and her family, who are shocked after her calculating grandmother unveils an array of family secrets on her deathbed, one involving religion, the other of a more personal nature. jamie is left to navigate her own love life and her closest friendships in the midst of this family crisis, and one of the most memorable summers of her life.",96,min
ts17,s17,movie,zoombies,glenn miller,"marcus anderson, kaiwi lyman, andrew asper",,,2016,13+,"horror, science fiction","when a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city.",87,min
ts18,s18,tv show,zoo babies,,narrator - gillian barlett,,,2008,all,"kids, special interest","a heart warming and inspiring series that welcomes the arrival of new members of the animal kingdom in zoo's around the world, as well as showcasing endangered species being born in captivity, 'zoo babies' is perfect family viewing packaged with fun, colourful graphics designed to capture the attention of little ones.",1,season
ts19,s19,tv show,zoë coombs marr: bossy bottom,,zoë coombs marr,,,2020,18+,"comedy, talk show and variety","zoë coombs marr has been on hiatus. sort of. for six years, she won stacks of awards and acclaim as a hack comic with a neckbeard called dave. whatever. she’s scraped off the neckbeard and is baaaack… as herself. there is no comedian quite like zoë. bossy bottom is a joyously silly return to very serious stand up from the micf most outstanding show winner and edinburgh best show nominee.",1,season
ts20,s20,movie,zoe,drake doremus,"ewan mcgregor, léa seydoux, theo james, miranda otto, rashida jones, christina aguilera, matthew gray gubler, anthony shim",,,2018,r,science fiction,"zoe tells a tale of forbidden love between an engineer and a robot. zoe (léa seydoux) and cole (ewan mcgregor) are colleagues and veiled lovers at a lab working to perfect romantic relationships. but their relationship is threatened when zoe discovers the truth about their relationship, sending them into a spiral of confusion, betrayal and the most intense of human emotions, love.",104,min
ts21,s21,tv show,zoboomafoo,,,,,2001,tv-y,kids,chris and martin kratt bring their enthusiasm for animals to the pre-school set.,1,season
ts22,s22,tv show,zo zo zombie: mini-series,,"alex cazares, ben diskin, cristina vee, erika ishii",,,2020,tv-y7,"action, anime, comedy","zo zo zombie is our undead hero who, with his best [human] friend isamu, is just trying to do some good in this world but somehow always ends up in pieces. literally.",1,season
ts23,s23,movie,zis boom bah,william nigh,"grace hayes, mary healy",,,1941,nr,"arts, entertainment, and culture, comedy, drama","""hey, kids, let's get together and put on a show!"" that's the idea behind this raucous spoof about a vaudeville performer who goes to college to spy on her bratty son.",62,min
ts24,s24,tv show,zerozerozero,,"andrea riseborough, harold torres, claudia pineda, tcheky karyo, giuseppe de domenico, gabriel byrne, dane dehaan, adriano chiaramida",italy,,2020,18+,tv shows,"zerozerozero series follows the journey of a cocaine shipment, from the moment a powerful cartel of italian criminals decides to buy it until the cargo is delivered and paid for, passing through its packaging in mexico and shipment across the atlantic ocean.",1,season
ts25,s25,movie,zandalee,sam pillsbury,"nicolas cage, judge reinhold, erika anderson, joe pantoliano, viveca lindfors, aaron neville, steve buscemi, ian abercrombie, marisa tomei, jo-el sonnier, newell alexander, blaise delacroix, eliott keener, richard greenberg, john cutler, thomas iain",,,1991,r,drama,"zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. when their passions grow wild, it proves to be too hot for any of them to handle.",94,min
ts26,s26,movie,zambezi: force of life,dr. rudolf lammers,,,,2005,all,documentary,"the zambezi river is the fourth-longest river in africa, flowing from the heart of zambia all the way to the indian ocean. along the way, we discover the breathtaking wildlife that call the river home, including hippos and crocodiles. as we follow the course of this infamous river, even more diverse wildlife is revealed along its shores. with danger at every turn, this is zambezi!",50,min
ts27,s27,tv show,zahara: the return,,"natasha heschélle, curtis morgan, hannah scott, dennis nimoh, christine nguyen",,,2020,16+,tv shows,"the story explores the history of slavery and racism, and the tensions between a white supernatural world and a supernatural world of colour as an ancient black druid rekindles her forbidden love with the son of her former master.",1,season
ts28,s28,tv show,z: the beginning of everything,,"christina ricci  , david hoflin",united states,,2017,18+,"comedy, drama","""z: the beginning of everything"" tells the story of zelda sayre fitzgerald, the brilliant, beautiful southern belle who became the original flapper and icon of the wild, flamboyant jazz age.",1,season
ts29,s29,tv show,yu-gi-oh! zexal,,"eli jay, marc thompson, sean schemmel, eileen stevens",,,2015,tv-y7,"animation, anime, fantasy","it's time to feel the flow as yu-gi-oh! zexal blasts off into awesome new adventures! seven legendary number cards are hidden throughout the cosmos, each holding a key to unlocking the ultimate power of the universe. yuma and astral must find them before the evil barians do for whoever wields this force can use it to save the galaxy or destroy it!",3,seasons
ts30,s30,tv show,yu-gi-oh! arc-v,,"michael liscio jr., emily bauer",,,2018,tv-y7,"action, adventure, animation",get set to swing into action as yu-gi-oh! arc-v takes its final bow!,3,seasons
ts31,s31,tv show,yu-gi-oh! 5d's,,"gregory abbey, bella hudson, ed paul",,,2011,tv-y7,"anime, kids","with the defeat of director goodwin and the dark signers, new domino city's barriers have been torn down. city and satellite are now one - united in the hope of building a brighter tomorrow. yet in this time of renaissance and rebuilding, a new enemy emerges, and yusei and his friends must rev it up in order to save the world – one duel at a time.",2,seasons
ts32,s32,tv show,your bleeped up brain,,"dobrokhotova ekaterina, mike new",,,2013,tv-pg,tv shows,"see what an alien abduction reveals about your memory, learn how a seance in the white house holds the key to superstition, uncover a conspiracy theory about the moon landing.",1,season
ts33,s33,movie,young lovers,ida lupino,"sally forrest, keefe brasselle, hugh o'brian, eve miller, lawrence dobkin, rita lupino",,,1949,18+,drama,"talented and beautiful carol williams (forrest) is devastated when she learns she has contracted polio and becomes crippled by the disease. the depressed and embittered young woman breaks her engagement to her dance partner and choreographer, guy richards (brasselle), but he is determined to stay by her side. preferring to be alone in her misery, carol slowly learns to allow others to help her and share in her grief. she is finally able to bring herself to participate in and go on with her new life.",86,min
ts34,s34,movie,young love (at the sun factory),,,,,2007,nr,music videos and concerts,"young love celebrates the release of ""too young to fight it"" with a midnight show inside an old factory building.",36,min
ts35,s35,movie,young love (at bowery ballroom),,,,,2007,nr,music videos and concerts,"young love returns to baeble's silver screen with a bigger stage, expanded setlist, nicer clothes, and the same blend of rock, dance, and pop.",37,min
ts36,s36,tv show,young lions,,"alex dimitriades, alexandra davies, tom long, anna lise phillips, katherine slattery, penny cook, amie mckenna, socratis otto, anna torv, john waters, maya stange, jackson purtan-smith, george anakotta",,,2002,16+,"drama, suspense",australian police show about two male and two female detective senior constables who solve crimes and deal with personal issues.,1,season
ts37,s37,movie,you're not you,george c. wolfe,"hilary swank, emmy rossum, josh duhamel",,,2015,r,drama,a drama centered on a classical pianist who has been diagnosed with als and the brash college student who becomes her caregiver.,103,min
ts38,s38,movie,"you, me and him",daisy aitkens,"david tennant, lucy punch, faye marsay, gemma jones",,,2017,g,"comedy, drama","in you, me and him we meet lesbian couple olivia and alex (lucy punch, faye marsay) who, despite their age difference, are very much in love. but as the question of pregnancy rears its head and their neighbor john (david tennant) befriends them, they both start making some truly disastrous decisions.",98,min
ts39,s39,movie,yoga with sound meditations,mark knight,ann-marie newland,,,2016,all,"fitness, special interest","this session will establish how to prepare for the practice of both mindfulness and meditation. we learn to sit with a correctly aligned spine, to observe, regulate, slow down and control the breath. these in-turn will act upon the mind and begin to still its chatter and noise. performed by anne-marie newland founder of sun power yoga teacher training school and author of ""sun power yoga shala!""",9,min
ts40,s40,movie,yoga to harness your chakra energy,mark knight,caroline shola arewa,,,2014,all,"faith and spirituality, special interest","sharecare windows presents caroline shola arewa who describes the positions, meaning and qualities of energy, as well as the seven main chakras, gently leading you into a guided chakra meditation. chakras are at the heart of the human energy system and understanding the chakra system can positively affect your physical health, emotional stability and spiritual awareness.",18,min
ts41,s41,movie,yoga to ease flight anxiety,mark knight,anne-marie newland,,,2016,all,"fitness, special interest",reduce the stress of flying by using these simple and affective yoga-based moves to keep the blood flowing around the body. help prevent deep vein thrombosis and allow the heart and the brain to get as much oxygen on board as possible. drink plenty of water and get up and walk-it's really simple and effective.,14,min
ts42,s42,movie,yoga to break any habit,mark knight,dr daniel j nightingale,,,2014,all,special interest,"this session with dr daniel j nightingale is helpful for anyone whose quality of life is diminished by habitual and addictive behavior. discover techniques that can help you break your habit, allowing you to become in control of it, rather than it being in control of you. this session will prove to be beneficial to you any time you wish to listen to it-day or night.",20,min
ts43,s43,tv show,"yoga therapy for back pain, neck pain & stress relief - lindsey samper",,lindsey samper,,,2018,all,fitness,lindsey teaches you how to relieve pain & tension throughout the body. this series includes yoga flow classes and videos that simply teach you the stretches. these gentle classes are perfect even if you've never done yoga.,1,season
ts44,s44,movie,yoga savasana relaxation,mark knight,anne-marie newland,,,2014,all,"fitness, special interest",relax and reduce your stress while you lay down in a comfortable position to listen to this session. yoga relaxation takes the whole body into a deep state of conscious relaxation. during a sleep or dream state the conscious mind is switched off and we have dreams which can result in not sleeping well and then you often wake up feeling exhausted.,19,min
ts45,s45,movie,yoga for relaxation anywhere,mark knight,anne-marie newland,,,2014,all,"fitness, special interest","yoga relaxation takes the whole body into a deep state of conscious relaxation. this means the mind has been afforded the tools needed to switch off its subconscious. during a sleep or dream state, the conscious mind is turned in the off position and as a result we have dreams which may lead to you not sleeping well, waking up often and feeling exhausted.",18,min
ts46,s46,movie,yoga for relaxation and stress relief anywhere,mark knight,anne-marie newland,,,2014,all,"fitness, special interest","this session was designed to help you relax and reduce your level of stress with a daily dose of relaxation for the mind and the body. lower your anxiety and increase your coping skills through the use of breathing that regulates the heart rhythm. in these stress relief sessions, the medical profession has evidence that the heart rate can actually drop and thus inducing calm.",20,min
ts47,s47,movie,yoga for relaxation and stress relief,mark knight,anne-marie newland,,,2014,all,special interest,"relax and reduce your stress while you lay down in a comfortable position to listen to this session. it is a scientific fact that an overload of stress at home or work will eventually affect the body, the mind and its health. a daily dose of relaxation for the mind and the body will help stress levels to lower by using the breath to regulate the heartbeat.",20,min
ts48,s48,movie,yoga for mindfulness and meditation,mark knight,anne-marie newland,,,2016,all,"fitness, special interest","we take you through buddhist mindful philosophy, yoga mantra meditation and a guided meditation session for use in your everyday life. focusing on anything in your environment that you find soothing and calming helps you relax and our session gives you the tools to take your practice to new levels. guided by anne-marie newland the founder of sun power yoga and author of sun power yoga shala.",22,min
ts49,s49,movie,yoga for men's health,mark knight,anne-marie newland,,,2016,all,"fitness, special interest","this session helps create confidence with simple technical rules that help develop your physical and mental ability. it is ideal for those who have never tried yoga before as well as for the more advanced. the focus is on areas that are problematic for men, tight hips, thighs, groins, chest and back and increasing oxygen to the prostate gland. guided by anne-marie newland founder of sun power yoga",60,min
ts50,s50,movie,yoga for breath awareness,mark knight,anne-marie newland,,,2016,all,"fitness, special interest","this breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. it is easy to begin this awareness by implementing five simple steps. this is perfect for short everyday relaxation before your exercise practice. classically trained in the art of yoga in india and canada, anne-marie newland presents her own dynamic style of yoga known as sun-power yoga.",6,min
ts51,s51,movie,yoga for beginners,mark knight,anne-marie newland,,,2016,all,"fitness, special interest","this session is about the key to yoga - synchronized movement and breathing. enjoying your experience is very important-don't push yourself to hard! this session is suitable for beginners of all levels of fitness and works every part of your body, offering variations for all movements. guided by anne-marie newland of sun power yoga and author of sun power yoga shala.",54,min
ts52,s52,movie,yoga for abdominal breathing,mark knight,anne-marie newland,,,2019,all,special interest,"this breathing practice will reduce stress, calm the body and focus the mind, while also increasing energy. practice this for at least 5 minutes. if you did this each day you would notice stress levels dropping, sleep improve and your ability to focus as well as feeling a lot calmer!. accompanying video iao valley on maui.",5,min
ts53,s53,movie,yellowneck,r. john hugh,"lin mccarthy, stephen courtleigh, berry kroeger, harold gordon, bill mason",,,1955,18+,"action, military and war, western","during the u.s. civil war, five deserters (yellownecks) from the confederate army decide to embark on a dangerous mission through the florida everglades to escape to cuba. they have to survive snakes, a florida panther, quicksand, and a hurricane in the swamps, along with local angry indians. only one of the men will survive to make it to the florida coast, but which one? the hurricane scenes involve footage form a real hurricane that hit florida during the shooting of the film.",84,min
ts54,s54,tv show,yearly departed,,"phoebe robinson, rachel brosnahan, tiffany haddish, patti harrison, natasha leggero, natasha rothwell, sarah silverman, ziwe, christina aguilera, sterling k brown",,,2020,16+,"arts, entertainment, and culture, comedy, talk show and variety","goodbye and good riddance, 2020. in this hilarious, absurd, life-affirming comedy special, seven outspoken female comedians lay to rest the year that never seemed to end. hosted by phoebe robinson (2 dope queens), a lineup of some of the world's funniest women bid farewell to 2020's biggest conceptual casualties, from tv cops to casual sex, giving the year a cathartic sendoff.",1,season
ts55,s55,movie,yatra (telugu),mahi v raghav,"mammootty, suhasini maniratnam",,,2019,all,"drama, international",an indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. yatra is an emotional tribute to the former chief minister of andhra pradesh y. s. rajasekhara reddy.,126,min
ts56,s56,movie,yatra (malayalam),mahi v raghav,"mammootty, suhasini maniratnam",,,2019,all,"drama, international",an indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. yatra is an emotional tribute to the former chief minister of andhra pradesh y. s. rajasekhara reddy.,125,min
ts57,s57,tv show,yancy derringer,,"jock mahoney, x brands, kevin hagen, framces bergen, charlene james, joan taylor, charles bronson, margaret hayes, kelly thordsen, particia blair",,,1959,13+,"action, western","yancy derringer, an ex-confederate soldier turned gambler, was a suave lady's man in new orleans, louisiana. in reality, he was working for john colton, the civil administrator of the city. yancy's job was to prevent crime and if necessary, arrest the culprits. his constant companion was pahoo-ka-ta-wah a native american who watches yancy's back.",1,season
ts58,s58,tv show,xploration earth 2050,,chuck pell,,,2017,all,"documentary, science fiction","what will the world look like in 2050? where will advancements in science, technology, engineering, and math lead us? host chuck pell takes viewers on a mind bending journey in search of these answers.",2,seasons
ts59,s59,tv show,xiaolin chronicles,,"tara strong, jennifer hale, eric bauza, david kaye, michael donovan, cree summer",,,2015,7+,"adventure, animation, kids","newcomer ping pong joins the legendary xiaolin monks: omi, kimiko, raimundo, and clay for fantastical new adventures! leading the dark forces is heylin dragon chase, who vows to revenge against xiaolin. throwing a monkey's wrench into the mix is supervillain wannabe jack spicer. under the tutelage of an evil witch, jack and his robot army are gunning for the shen gong wu for world domination.",1,season
ts60,s60,movie,xchange,allan moyle,"stephen baldwin, pascale bussières, kim coates, kyle maclachlan, tom rack",,,2001,r,"fantasy, science fiction, suspense",a man learns the danger of a new technology that allows people to transport their minds into a waiting body at their chosen destination when his body is taken over by a terrorist.,109,min
ts61,s61,movie,x-ray,boaz davidson,"barbi benton, chip lucia",,,1983,r,suspense,"a psychotic killer keeps a young girl trapped inside a hospital, having fixed her x-rays to make it look like she has a terminal illness, and brutally murders everyone she comes in contact with.",89,min
ts62,s62,tv show,wwii in hd,,"gary sinise, charles scheffel",,,2009,tv-14,action,"the only people to see the war like this were the ones who fought it. until now...70+ years in the making. the first documentary to show world war ii from the perspective of both sides in full, immersive hd color, wwii in hd uses the diaries of soldiers who fought in the war's biggest battles to create a personal, introspective and detailed look at life on and off the front lines.",1,season
ts63,s63,movie,wrangler: anatomy of an icon,jeffrey schwarz,"jack wrangler, margaret whiting, marc shaiman, bruce vilanch, christine ebersole, michael musto, chi chi la rue, sharon mitchell, jamie gillis, candida royalle, samantha fox, gloria leonard",,,2008,18+,"documentary, lgbtq","from the dawn of the sexual revolution comes the outrageous and true story of 1970s gay porn icon jack wrangler. jack rose to become a major brand name in adult entertainment, as well as a hero to the newly liberated gay population, only to cross over to straight movies and fall in love with famous vocalist margaret whiting.",85,min
ts64,s64,tv show,wpc 56,,"wpc annie taylor, charles de'ath, olly rix, james barriscale, rachel leskovac, liam jeavons, mark healy",,,2015,13+,"drama, romance, suspense","the third series of wpc 56 follows wpc annie taylor, one of the first female police constables to serve in england's west midlands in 1956.",3,seasons
ts65,s65,tv show,would i lie to you?,,"david mitchell, lee mack, rob brydon",,,2009,tv-pg,"comedy, special interest, unscripted","on the third season of 'would i lie to you?' there is a new host, rob brydon, who joins regular team captains david mitchell and lee mack david mitchell. together, they have to work out whether their celebrity guests are telling true stories from their weird and wonderful lives, or spinning a tall tale based on a lie given to them by the production team.",1,season
ts66,s66,tv show,wotakoi: love is hard for otaku,,"arisa date, kent ito, miyuki sawashiro, tomokazu sugita, yuki kaji",,,2018,tv-nr,tv shows,"when narumi, an office lady who hides the fact that she is a yaoi fangirl, changes jobs, she is reunited with hirotaka, her childhood friend who is attractive and skilled but is a hardcore gaming otaku. they decide to start dating for now, but being otaku, both of them are awkward so a serious romantic relationship is rather difficult for them...",1,season
ts67,s67,tv show,world’s toughest race: eco-challenge fiji,,bear grylls,united states,,2020,13+,unscripted,"66 teams descend upon fiji to compete in the most epic global adventure race ever attempted. bear grylls hosts this 11-day expedition that pushes competitors to their physical and emotional limits. for the veteran teams the goal is to win – but for most, the dream is to finish and prove to themselves and the world, that they can prevail in the world’s toughest race.",1,season
ts68,s68,tv show,world war ii: when lions roared,,"michael caine, john lithgow, bob hoskins",,,1994,tv-14,drama,"at the tehran and yalta conferences, the strong personalities of three of the world's most powerful leaders threaten their fragile alliance. this riveting historical drama portrays the precarious relationship between franklin d. roosevelt, winston churchill and joseph stalin at the pivotal moments when the final strategies of the war hung in the balance.",1,season
ts69,s69,movie,world war ii: saving the reality,tim gray,dan aykroyd,,,2012,g,documentary,"over the course of five decades, kenneth w. rendell amassed the largest and most comprehensive private collection of original world war ii memorabilia in the world. narrated by dan aykroyd, world war ii: saving the reality opens the doors to this private museum. rendell provides a guided tour of the museum's 30 exhibits.",56,min
ts70,s70,tv show,world war 2 - the call of duty: a complete timeline,,liam dale,,,2020,13+,"documentary, military and war","track the main events of world war ii with the help of remarkable archive footage and see exactly what happened, and when. learn about pearl harbor, the battle of britain, d-day, the dropping of the atomic bomb and more. from the early battles right through to the complexities of the endgame, this extensive 24 episode series shines a spotlight on a period of history that should never be forgotten.",1,season
ts71,s71,movie,world inferno friendship society,baeble music,,,,2007,nr,music videos and concerts,the circus comes to town with this performance at the traveling spiegeltent from wolrd inferno friendship society.,40,min
ts72,s72,tv show,world food championships,,tiffany derry,,,2014,tv-pg,tv shows,world food championships invites the champions from the biggest and best food competitions around the world into a single high-stakes culinary showdown for hundreds of thousands of dollars.,1,season
ts73,s73,tv show,wordworld,,,,,2007,tv-g,kids,the loveable wordfriends take children on adventures in a world of words where they encounter all sorts of situations that can only be solved by building a word!,1,season
ts74,s74,movie,words on bathroom walls,thor freudenthal,"charlie plummer, taylor russell, andy garcia, annasophia robb, beth grant, devin bostick, lobo sebastian, molly parker, walton goggins",,,2020,pg-13,drama,"diagnosed with a mental illness, a witty, introspective teen falls in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",111,min
ts75,s75,tv show,wordgirl,,,,,2010,tv-g,kids,wordgirl and her sidekick captain huggy face take down quirky villains in every action-packed episode.,1,season
ts76,s76,tv show,wonders of mexico,,anthony mendez,,,2018,tv-g,"documentary, special interest","mexico is rich in culture and ablaze with color. discover the hidden underworlds, diversity of life, and a mosaic of vast landscapes that create a festival of life. includes: forests of the maya, mountain worlds, and burning north.",1,season
ts77,s77,movie,wonderful nursery rhymes with mia - little baby bum,cannis holder,,,,2019,all,kids,littlebabybum is proud to present a compilation with some of the most popular and educational nursery rhymes with mia!,33,min
ts78,s78,movie,wonderful nursery rhymes with jacus - by little baby bum,cannis holder,,,,2019,all,kids,enjoy this educational and fun compilation of classic nursery rhymes with jacus from little baby bum!,34,min
ts79,s79,tv show,wonder balls,,,,,2015,all,"animation, kids","enjoy parades of unique and fun ball characters! wonder balls bring the best performances to the stage. when they meet, they start playing right away. brush ball, sponge ball, water ball, accordion ball, castanets ball, xylophone ball and more join to complete stories of vivacious arts, exciting music and joyful play.",1,season
ts80,s80,movie,women of valor,buzz kulik,"susan sarandon, kristy mcnichol, terry o'quinn",,,1986,16+,"action, drama","susan sarandon and kristy mcnichol star in this powerful drama sent during world war ii, when a group of u.s. army nurses in the philippines are captured and imprisoned by japanese troops.",95,min
ts81,s81,movie,woman of desire,robert ginty,"jeff fahey, bo derek",,,1994,r,"drama, suspense","a yacht captain, jack lynch, is accused of murdering his boss and raping the victim's wife, christina ford. nothing is how it first appears. jack seeks the help of veteran attorney walter j. hill to help prove his innocence.",99,min
ts82,s82,movie,woke up like this,john elbert ferrer,"vhong navarro, lovi poe",,,2017,13+,comedy,"a story about nando, who's a dutiful son and breadwinner to his family, and sabrina, a rich kid and one of the top models in the country. while both prepare for their biggest breaks, these two strangers wake up one day in an extraordinary circumstance, switching bodies with each other. philippines tagalog movie.",104,min
ts83,s83,movie,"wizard of loneliness, the",jenny bowen,"lukas haas, lea thompson",,,1988,pg-13,drama,"twelve year old wendell is a confirmed cynic, sent to his grandparents vermont farm during world war ii. his only desire is to steal enough money to run away, until his loving grandparents, and young aunt sybil involve him in their lives.",111,min
ts84,s84,movie,within our gates,oscar micheaux,"evelyn preer, flo clements",,,1920,13+,drama,"abandoned by her fiance, an educated negro woman with a shocking past dedicates herself to helping a near bankrupt school for impoverished negro youths.",78,min
ts85,s85,tv show,wishenpoof,,"addison holley, hope cassandra, scott mccord, katie griffin, ethan tavares, devan cohen, roanna cochrane, millie davis, jason priestley, saara chaudry, kyle lomas, ava priestley, johnny orlando, kathy laskey, matthew macfadzean, tj mcgibbon, elizabeth hanna, caissie levy, ava close, nissae isen, jeff geddis, kristin fairlie",united states,,2019,all,kids,"bianca is just like any other little girl, except for one teensy little thing.  bianca has wish magic, so she can make wishes come true! whether she’s at home in wish world, at the willow tree with her fairy friends, or at school with her non-fairy friends, bianca and her hilarious teddy bear sidekick bob navigate day-to-day problems.",4,seasons
ts86,s86,tv show,wisconsin unexplained,,michael butt,,,2018,16+,tv shows,"wisconsin is home to the strange and unusual. ufo's aliens, ghosts, spiritual encounters, demons, monsters. wisconsin is a land of all of these legends. wisconsin unexplained will share the stories of eye witnesses who lived through the unexplained.",1,season
ts87,s87,tv show,wipeout canada,,"ennis esmer, jonathan torrens, jessica phillips",,,2011,all,"comedy, documentary, unscripted","daring canadian contestants are in pursuit of cash prizes on an extreme obstacle course designed to provide the most spectacular spills, face plants, and splashdowns.",1,season
